时间,异议事项类型,数据发生机构名称,编号
2023,非本人业务,上海尚诚消费金融股份有限公司,17
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,中银消费金融有限公司,6
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,河南中原消费金融股份有限公司,7
2023,否认逾期,中邮消费金融有限公司,4
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,非本人业务,招联消费金融股份有限公司,2
2023,欺诈,捷信消费金融有限公司,1
2023,欺诈,马上消费金融股份有限公司,3
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,杭银消费金融股份有限公司,11
2023,非本人业务,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,非本人业务,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,四川锦程消费金融有限责任公司,20
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,苏银凯基消费金融有限公司,28
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,盛银消费金融有限公司,24
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,马上消费金融股份有限公司,3
2023,非本人业务,招联消费金融股份有限公司,2
2023,基本信息不准确,兴业消费金融股份公司,9
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,代偿,北京阳光消费金融股份有限公司,26
2023,否认逾期,中银消费金融有限公司,6
2023,账户状态有误,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,兴业消费金融股份公司,9
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,海尔消费金融有限公司,5
2023,否认逾期,海尔消费金融有限公司,5
2023,代偿,四川锦程消费金融有限责任公司,20
2023,非本人业务,招联消费金融股份有限公司,2
2023,非本人业务,招联消费金融股份有限公司,2
2023,基本信息不准确,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,兴业消费金融股份公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,中邮消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,欺诈,招联消费金融股份有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,否认逾期,兴业消费金融股份公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,晋商消费金融股份有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,四川锦程消费金融有限责任公司,2
2023,否认逾期,四川锦程消费金融有限责任公司,2
2023,非本人业务,杭银消费金融股份有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,代偿,中信消费金融有限公司,2
2023,代偿,中信消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,杭银消费金融股份有限公司,2
2023,否认逾期,河南中原消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,四川锦程消费金融有限责任公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,非本人业务,河南中原消费金融股份有限公司,2
2023,代偿,南银法巴消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,兴业消费金融股份公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,否认逾期,重庆蚂蚁消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,中信消费金融有限公司,2
2023,否认逾期,杭银消费金融股份有限公司,2
2023,代偿,南银法巴消费金融有限公司,2
2023,否认逾期,陕西长银消费金融有限公司,2
2023,否认逾期,陕西长银消费金融有限公司,2
2023,否认逾期,杭银消费金融股份有限公司,2
2023,基本信息不准确,中信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,晋商消费金融股份有限公司,2
2023,欺诈,马上消费金融股份有限公司,2
2023,否认逾期,中银消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,兴业消费金融股份公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,兴业消费金融股份公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,厦门金美信消费金融有限责任公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,晋商消费金融股份有限公司,2
2023,非本人业务,陕西长银消费金融有限公司,2
2023,非本人业务,陕西长银消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,厦门金美信消费金融有限责任公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,四川锦程消费金融有限责任公司,2
2023,基本信息不准确,中信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,中信消费金融有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,中邮消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,账户状态有误,海尔消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,否认逾期,海尔消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,海尔消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,账户状态有误,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,欺诈,马上消费金融股份有限公司,2
2023,欺诈,招联消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,陕西长银消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,否认逾期,杭银消费金融股份有限公司,2
2023,否认逾期,苏银凯基消费金融有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,否认逾期,海尔消费金融有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,陕西长银消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,账户状态有误,中银消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,海尔消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,中邮消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,陕西长银消费金融有限公司,2
2023,否认逾期,陕西长银消费金融有限公司,2
2023,账户状态有误,南银法巴消费金融有限公司,2
2023,否认逾期,厦门金美信消费金融有限责任公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,账户状态有误,湖北消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,账户状态有误,捷信消费金融有限公司,2
2023,账户状态有误,海尔消费金融有限公司,2
2023,基本信息不准确,中邮消费金融有限公司,2
2023,欺诈,马上消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,否认逾期,杭银消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,中信消费金融有限公司,2
2023,否认逾期,马上消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,基本信息不准确,河南中原消费金融股份有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,陕西长银消费金融有限公司,2
2023,非本人业务,捷信消费金融有限公司,2
2023,非本人业务,马上消费金融股份有限公司,2
2023,欺诈,捷信消费金融有限公司,2
2023,否认逾期,捷信消费金融有限公司,2
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,晋商消费金融股份有限公司,10
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,非本人业务,马上消费金融股份有限公司,3
2023,代偿,南银法巴消费金融有限公司,19
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,海尔消费金融有限公司,5
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,否认逾期,中邮消费金融有限公司,4
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,四川锦程消费金融有限责任公司,20
2023,否认逾期,招联消费金融股份有限公司,2
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,基本信息不准确,河南中原消费金融股份有限公司,7
2023,非本人业务,马上消费金融股份有限公司,3
2023,其他,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,陕西长银消费金融有限公司,8
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,账户状态有误,招联消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,兴业消费金融股份公司,9
2023,否认逾期,招联消费金融股份有限公司,2
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,杭银消费金融股份有限公司,11
2023,否认逾期,马上消费金融股份有限公司,3
2023,基本信息不准确,厦门金美信消费金融有限责任公司,25
2023,否认逾期,陕西长银消费金融有限公司,8
2023,否认逾期,中邮消费金融有限公司,4
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,中邮消费金融有限公司,4
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,南银法巴消费金融有限公司,19
2023,否认逾期,中邮消费金融有限公司,4
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,兴业消费金融股份公司,9
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,海尔消费金融有限公司,5
2023,否认逾期,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,杭银消费金融股份有限公司,11
2023,否认逾期,晋商消费金融股份有限公司,10
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,非本人业务,马上消费金融股份有限公司,3
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,晋商消费金融股份有限公司,10
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,海尔消费金融有限公司,5
2023,基本信息不准确,捷信消费金融有限公司,1
2023,账户状态有误,海尔消费金融有限公司,5
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,海尔消费金融有限公司,5
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,马上消费金融股份有限公司,3
2023,代偿,盛银消费金融有限公司,24
2023,基本信息不准确,兴业消费金融股份公司,9
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,兴业消费金融股份公司,9
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,海尔消费金融有限公司,5
2023,代偿,四川锦程消费金融有限责任公司,20
2023,非本人业务,陕西长银消费金融有限公司,8
2023,基本信息不准确,捷信消费金融有限公司,1
2023,代偿,北京阳光消费金融股份有限公司,26
2023,基本信息不准确,捷信消费金融有限公司,1
2023,代偿,厦门金美信消费金融有限责任公司,25
2023,基本信息不准确,中信消费金融有限公司,21
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,基本信息不准确,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,账户状态有误,河南中原消费金融股份有限公司,7
2023,账户状态有误,中银消费金融有限公司,6
2023,否认逾期,马上消费金融股份有限公司,3
2023,否认逾期,海尔消费金融有限公司,5
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,河南中原消费金融股份有限公司,7
2023,否认逾期,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
2023,否认逾期,捷信消费金融有限公司,1
2023,基本信息不准确,海尔消费金融有限公司,5
2023,基本信息不准确,海尔消费金融有限公司,5
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,否认逾期,招联消费金融股份有限公司,2
2023,基本信息不准确,海尔消费金融有限公司,5
2023,非本人业务,招联消费金融股份有限公司,2
2023,否认逾期,马上消费金融股份有限公司,3
2023,非本人业务,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,基本信息不准确,捷信消费金融有限公司,1
2023,非本人业务,捷信消费金融有限公司,1
